time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 16:02:57","62512296","10086052","28","743024","","","530","1146","4","0","","","","","","","","14293092","656156","4025936","305816","280360","25456","0","0","40968","3876","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 16:02:58","62503764","10098296","28","743024","0","0","530","1153","1","0","1","0","99","0","0","","","14302216","656504","4494100","319400","289184","30216","0","0","46345","4455","1","0","6","1076","0","40","262144","7069","2752","2582","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 16:02:59","62502212","10098296","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","14302640","656508","4494100","319400","289184","30216","0","0","46345","4455","0","0","6","117","0","40","262144","7069","2752","2582","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:00","62501948","10098296","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","14302776","656504","4494100","319400","289184","30216","0","0","46345","4455","0","0","6","117","0","40","262144","7069","2752","2582","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:01","62501948","10098296","28","743024","0","0","530","1155","1","0","0","0","100","0","0","","","14302144","656548","4494100","319400","289184","30216","0","0","46345","4455","0","0","6","117","0","40","262144","7069","2752","2582","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:02","62501948","10098296","28","743024","0","0","530","1155","1","0","0","0","100","0","0","","","14301932","656560","4494100","319400","289184","30216","0","0","43722","7078","0","0","6","117","0","40","262144","7069","2752","2582","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:03","62501700","10098280","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14301792","656536","4494100","319464","289248","30216","0","0","43718","7082","0","0","6","117","0","39","262144","7069","2752","2582","320","235","21504","7936","13","1","0","41","38","1348","0","0",
"2022-07-19 16:03:04","61396336","10164136","29","743024","0","0","530","1218","3","0","8","7","83","0","0","","","15412172","660724","8754196","1415336","1385140","30196","0","0","1201780","5380","9","7","6","132","0","103","262144","23448","2816","2640","320","242","21504","7936","77","65","67","42","39","1394","46","0",
"2022-07-19 16:03:05","61183144","10135772","28","743024","0","0","530","1153","1","0","1","2","106","0","0","","","15617840","659500","8726440","1632204","1602008","30196","0","0","1355518","7550","1","2","6","119","0","38","262144","23448","2816","2645","320","242","21504","7936","12","1","0","42","39","1394","0","0",
"2022-07-19 16:03:06","61183144","10135772","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15617780","659508","8726440","1632204","1602008","30196","0","0","1355518","7550","0","0","6","117","0","38","262144","23448","2816","2645","320","242","21504","7936","12","1","0","42","39","1394","0","0",
"2022-07-19 16:03:07","61183144","10135772","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15617632","659508","8726440","1632148","1601952","30196","0","0","1354701","8307","0","0","6","117","0","38","262144","23448","2816","2645","320","242","21504","7936","12","1","0","42","39","1394","0","0",
"2022-07-19 16:03:08","61183144","10135772","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15617960","659504","8726440","1632148","1601952","30196","0","0","1354701","8307","0","0","6","117","0","38","262144","23448","2816","2645","320","242","21504","7936","12","1","0","42","39","1394","0","0",


