time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 16:01:48","62489792","10142772","28","743024","","","531","1152","3","0","","","","","","","","14300356","657416","4025936","305680","280100","25580","0","0","40968","3852","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 16:01:49","62479636","10155020","29","743024","0","0","531","1159","1","0","1","0","99","0","0","","","14308936","656840","4494100","319376","289032","30344","0","0","46763","4445","1","0","6","1077","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 16:01:50","62479636","10154956","29","743024","0","0","531","1159","1","0","0","0","100","0","0","","","14309388","656992","4494100","319376","289032","30344","0","0","46762","4446","0","0","6","118","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:01:51","62479580","10154956","29","743024","0","0","531","1159","1","0","0","0","100","0","0","","","14310344","657940","4494100","319376","289032","30344","0","0","46762","4446","0","0","6","118","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:01:52","62479580","10154956","29","743024","0","0","531","1159","1","0","0","0","100","0","0","","","14309424","656988","4494100","319376","289032","30344","0","0","46762","4446","0","0","6","118","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:01:53","62479328","10155004","29","743024","0","0","531","1159","1","0","0","0","100","0","0","","","14309508","656984","4494100","319376","289032","30344","0","0","46762","4446","0","0","6","118","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:01:54","62479328","10154972","29","743024","0","0","531","1157","2","0","0","0","100","0","0","","","14309604","657180","4494100","319760","289416","30344","0","0","43715","7493","0","0","6","118","0","38","262144","7069","2752","2581","320","235","21504","7936","12","1","0","41","38","1348","0","0",
"2022-07-19 16:01:55","61279076","10218804","29","743024","0","0","531","1219","4","0","13","6","78","0","0","","","15531544","661020","8621068","1529840","1499516","30324","0","0","1280050","5694","15","6","6","132","0","102","262144","23530","2816","2639","320","242","21504","7936","76","65","64","42","39","1394","46","0",
"2022-07-19 16:01:56","59856032","10218788","29","743024","0","0","531","1218","4","0","10","7","83","0","0","","","16955728","664000","8621068","2950528","2920204","30324","0","0","2702232","5692","11","8","6","118","0","101","262144","23530","2816","2639","320","242","21504","7936","75","65","0","42","39","1394","0","0",
"2022-07-19 16:01:57","58418392","10218788","29","743024","0","0","531","1218","4","0","10","7","83","0","0","","","18391444","666792","8948748","4383256","4352932","30324","0","0","","","11","8","6","118","0","101","262144","23530","2816","2639","320","242","21504","7936","75","65","0","42","39","1394","0","0",
"2022-07-19 16:01:58","58287048","10191452","29","743024","0","0","531","1154","1","0","2","1","98","0","0","","","18514548","665532","12788644","4516056","4485732","30324","0","0","","","1","1","6","118","0","37","262144","23530","2816","2644","320","242","21504","7936","11","1","0","42","39","1394","0","0",
"2022-07-19 16:01:59","58285060","10191452","29","743024","0","0","531","1157","1","0","0","0","100","0","0","","","18514956","665624","12788644","4516056","4485732","30324","0","0","","","0","0","6","118","0","37","262144","23530","2816","2644","320","242","21504","7936","11","1","0","42","39","1394","0","0",
"2022-07-19 16:02:00","58284836","10191452","29","743024","0","0","531","1157","1","0","0","0","100","0","0","","","18514936","665616","12788644","4516056","4485732","30324","0","0","","","0","0","6","118","0","37","262144","23530","2816","2644","320","242","21504","7936","11","1","0","42","39","1394","0","0",
"2022-07-19 16:02:01","58284852","10191452","29","743024","0","0","531","1157","1","0","0","0","100","0","0","","","18514492","665612","12788644","4516056","4485732","30324","0","0","","","0","0","6","118","0","37","262144","23530","2816","2644","320","242","21504","7936","11","1","0","42","39","1394","0","0",


