time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 16:03:29","62507540","10047856","28","743024","","","530","1147","2","0","","","","","","","","14295072","656216","4085068","306908","280704","26204","0","0","475","4049","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 16:03:30","62494452","10058360","28","743024","0","0","530","1154","1","0","1","0","99","0","0","","","14306644","656648","4576068","321428","291072","30356","0","0","806","5194","1","0","6","1077","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 16:03:31","62494452","10058360","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14306412","656648","4576068","321428","291072","30356","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:32","62494224","10058360","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14306552","656636","4576068","321428","291072","30356","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:33","62494232","10058360","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14306844","656636","4576068","321428","291072","30356","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:34","62493964","10058360","28","743024","0","0","530","1154","1","0","0","0","101","0","0","","","14306848","656636","4576068","321428","291072","30356","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:35","62493472","10058344","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","14306284","656608","4576068","321248","290828","30420","0","0","810","5190","0","0","6","117","0","39","262144","7069","2752","2581","320","235","21504","7936","13","1","0","41","38","1348","0","0",
"2022-07-19 16:03:36","61392728","10096864","28","743024","0","0","530","1153","1","0","10","3","88","0","0","","","15403828","659752","10202588","1415144","1384680","30464","0","0","1064","13252","10","3","6","135","0","39","262144","23530","2816","2644","320","242","21504","7936","13","1","66","42","39","1394","46","0",
"2022-07-19 16:03:37","61392728","10096864","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15403440","659756","10202588","1415144","1384680","30464","0","0","1064","13252","0","0","6","117","0","39","262144","23530","2816","2644","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:03:38","61392752","10096864","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15403604","659752","10202588","1415144","1384680","30464","0","0","1064","13252","0","0","6","117","0","39","262144","23530","2816","2644","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:03:39","61392752","10096864","28","743024","0","0","530","1153","1","0","0","0","100","0","0","","","15403684","659752","10202588","1415144","1384680","30464","0","0","1064","13252","0","0","6","117","0","39","262144","23530","2816","2644","320","242","21504","7936","13","1","0","42","39","1394","0","0",


