time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 16:04:12","62497844","10047856","28","743024","","","530","1147","2","0","","","","","","","","14296720","656244","4085068","307192","280992","26200","0","0","475","4049","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 16:04:13","62486252","10058424","28","743024","0","0","530","1154","1","0","1","0","99","0","0","","","14307880","656644","4576068","321636","291272","30364","0","0","806","5194","1","0","6","1078","0","40","262144","6593","2816","2584","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 16:04:14","62486000","10058424","28","743024","0","0","530","1154","2","0","0","0","101","0","0","","","14307696","656632","4576068","321636","291272","30364","0","0","809","5191","0","0","6","117","0","40","262144","6593","2816","2584","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:04:15","62485748","10058424","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14308120","656620","4576068","321636","291272","30364","0","0","809","5191","0","0","6","117","0","40","262144","6593","2816","2584","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:04:16","62485748","10058424","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14307952","656616","4576068","321636","291272","30364","0","0","809","5191","0","0","6","117","0","40","262144","6593","2816","2584","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:04:17","62455012","10271464","29","743024","0","0","531","1180","2","0","1","0","99","0","0","","","14330132","658260","4576068","321636","291272","30364","0","0","809","5191","0","0","6","118","0","40","262144","6593","2816","2584","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:04:18","62453580","10269700","29","743024","0","0","531","1178","1","0","0","0","100","0","0","","","14325732","658216","4576068","321208","290780","30428","0","0","810","5190","0","0","6","118","0","39","262144","6593","2816","2584","320","235","21504","7936","13","1","0","41","38","1348","0","0",
"2022-07-19 16:04:19","61363892","10308156","29","743024","0","0","531","1178","1","0","9","3","88","0","0","","","15423204","661404","10272220","1416152","1385668","30484","0","0","1069","13379","10","3","6","134","0","39","262144","22977","2816","2646","320","242","21504","7936","13","1","65","42","39","1394","46","0",
"2022-07-19 16:04:20","61363892","10308156","29","743024","0","0","531","1178","1","0","0","0","101","0","0","","","15423252","661400","10272220","1416152","1385668","30484","0","0","1069","13379","0","0","6","118","0","39","262144","22977","2816","2646","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:04:21","61363612","10308332","29","743024","0","0","531","1177","1","0","0","0","100","0","0","","","15421896","661380","10272220","1416152","1385668","30484","0","0","1069","13379","0","0","6","118","0","39","262144","22977","2816","2646","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:04:22","61363628","10308332","29","743024","0","0","531","1177","1","0","0","0","100","0","0","","","15421684","661376","10272220","1416152","1385668","30484","0","0","1069","13379","0","0","6","118","0","39","262144","22977","2816","2646","320","242","21504","7936","13","1","0","42","39","1394","0","0",


