time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 16:03:40","62507328","10086004","28","743024","","","530","1147","3","0","","","","","","","","14294272","656152","4025936","305864","280352","25512","0","0","40968","3876","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 16:03:41","62496312","10098248","28","743024","0","0","530","1154","1","0","1","0","99","0","0","","","14303556","656380","4494100","319532","289204","30328","0","0","46282","4470","1","0","6","1078","0","40","262144","6593","2752","2579","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 16:03:42","62496096","10098248","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14303652","656524","4494100","319532","289204","30328","0","0","46282","4470","0","0","6","117","0","40","262144","6593","2752","2579","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:43","62496096","10098248","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14303876","656524","4494100","319532","289204","30328","0","0","46282","4470","0","0","6","117","0","40","262144","6593","2752","2579","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:44","62496096","10098248","28","743024","0","0","530","1154","1","0","0","0","101","0","0","","","14303960","656524","4494100","319532","289204","30328","0","0","46282","4470","0","0","6","117","0","40","262144","6593","2752","2579","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:45","62495860","10098296","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","14303876","656528","4494100","319532","289204","30328","0","0","43723","7029","0","0","6","117","0","40","262144","6593","2752","2579","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 16:03:46","62493844","10098264","28","743024","0","0","530","1152","1","0","0","0","100","0","0","","","14304240","656472","4494100","319728","289340","30388","0","0","43714","7038","0","0","6","117","0","38","262144","6593","2752","2579","320","235","21504","7936","12","1","0","41","38","1348","0","0",
"2022-07-19 16:03:47","61372000","10134752","28","743024","0","0","530","1153","1","0","3","6","90","0","0","","","15422468","658992","8727468","1436024","1405656","30368","0","0","1158869","7791","3","7","6","135","0","39","262144","23448","2816","2642","320","242","21504","7936","13","1","66","42","39","1394","46","0",
"2022-07-19 16:03:48","61368220","10136800","28","743024","0","0","530","1154","1","0","0","0","100","0","0","","","15423616","659020","8727468","1436024","1405656","30368","0","0","1158869","7791","0","0","6","117","0","39","262144","23448","2816","2642","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:03:49","61368224","10136800","28","743024","0","0","530","1154","2","0","0","0","100","0","0","","","15422624","659028","8727468","1436024","1405656","30368","0","0","1158869","7791","0","0","6","117","0","39","262144","23448","2816","2642","320","242","21504","7936","13","1","0","42","39","1394","0","0",
"2022-07-19 16:03:50","61368224","10136800","28","743024","0","0","530","1154","1","0","0","0","101","0","0","","","15422344","659020","8727468","1436024","1405656","30368","0","0","1158090","8570","0","0","6","117","0","39","262144","23448","2816","2642","320","242","21504","7936","13","1","0","42","39","1394","0","0",


