time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 15:47:14","62436232","10395008","29","758676","","","528","1169","2","0","","","","","","","","14207804","657360","4085068","307196","281016","26180","0","0","475","4049","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 15:47:15","62423332","10405512","29","758676","0","0","528","1176","1","0","1","0","99","0","0","","","14218876","657652","4576068","321716","291388","30328","0","0","807","5193","1","0","6","1076","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 15:47:16","62423372","10405512","29","758676","0","0","528","1172","1","0","0","0","100","0","0","","","14218932","657692","4576068","321716","291388","30328","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:17","62423412","10405512","29","758676","0","0","528","1172","1","0","0","0","100","0","0","","","14218988","657696","4576068","321716","291388","30328","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:18","62423412","10405512","29","758676","0","0","528","1172","1","0","0","0","100","0","0","","","14218960","657692","4576068","321716","291388","30328","0","0","809","5191","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:19","62423128","10405512","29","758676","0","0","528","1172","1","0","0","0","100","0","0","","","14219136","657700","4576068","321716","291388","30328","0","0","812","5188","0","0","6","117","0","40","262144","7069","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:20","62422908","10405496","29","758676","0","0","528","1170","1","0","0","0","100","0","0","","","14218708","657652","4576068","321428","291040","30388","0","0","811","5189","0","0","6","117","0","39","262144","7069","2752","2581","320","235","21504","7936","13","1","0","41","38","1348","0","0",
"2022-07-19 15:47:21","61339072","10405544","29","758676","0","0","528","1169","1","0","1","1","99","0","0","","","15303996","659752","5824324","1404488","1374112","30376","0","0","810","5190","1","1","6","132","0","38","262144","7144","2816","2637","320","242","21504","7936","12","1","2","42","39","1394","46","0",
"2022-07-19 15:47:22","61338788","10405544","29","758676","0","0","528","1169","1","0","0","0","100","0","0","","","15303788","659712","5824324","1404488","1374112","30376","0","0","810","5190","0","0","6","117","0","38","262144","7144","2816","2637","320","242","21504","7936","12","1","0","42","39","1394","0","0",
"2022-07-19 15:47:23","61338820","10405544","29","758676","0","0","528","1169","1","0","0","0","100","0","0","","","15303968","659720","5824324","1404488","1374112","30376","0","0","810","5190","0","0","6","117","0","38","262144","7144","2816","2637","320","242","21504","7936","12","1","0","42","39","1394","0","0",
"2022-07-19 15:47:24","61338568","10405544","29","758676","0","0","528","1169","1","0","0","0","100","0","0","","","15304088","659712","5824324","1404488","1374112","30376","0","0","810","5190","0","0","6","117","0","38","262144","7144","2816","2637","320","242","21504","7936","12","1","0","42","39","1394","0","0",


