time,syst-avail,syst-comm,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-tr,syst-tb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-st,syst-cpu-gu,syst-cgro-lim,syst-cgro-slim,syst-cgro-usg,syst-cgro-kusg,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-chea-usd,proc-chea-free,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2022-07-19 15:47:25","62439336","10433156","29","758676","","","528","1167","3","0","","","","","","","","14207096","657284","4025936","305764","280372","25392","0","0","40968","3908","","","5","","","33","262144","1942","128","51","64","2","21504","7488","9","1","","3","0","465","","",
"2022-07-19 15:47:26","62427732","10445400","29","758676","0","0","528","1174","1","0","1","0","99","0","0","","","14216532","657492","4494100","319568","289220","30348","0","0","46348","4456","1","0","6","1078","0","40","262144","6593","2752","2581","320","235","21504","7936","14","1","5","41","38","1348","883","0",
"2022-07-19 15:47:27","62427732","10445400","29","758676","0","0","528","1174","1","0","0","0","100","0","0","","","14216564","657636","4494100","319568","289220","30348","0","0","46347","4457","0","0","6","117","0","40","262144","6593","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:28","62427732","10445400","29","758676","0","0","528","1174","1","0","0","0","100","0","0","","","14216656","657648","4494100","319568","289220","30348","0","0","46347","4457","0","0","6","117","0","40","262144","6593","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:29","62427736","10445400","29","758676","0","0","528","1174","1","0","0","0","100","0","0","","","14216676","657632","4494100","319568","289220","30348","0","0","46347","4457","0","0","6","117","0","40","262144","6593","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:30","62427736","10445400","29","758676","0","0","528","1174","1","0","0","0","100","0","0","","","14216824","657640","4494100","319568","289220","30348","0","0","43725","7079","0","0","6","117","0","40","262144","6593","2752","2581","320","235","21504","7936","14","1","0","41","38","1348","0","0",
"2022-07-19 15:47:31","62427488","10445368","29","758676","0","0","528","1172","1","0","0","0","100","0","0","","","14216936","657596","4494100","319708","289360","30348","0","0","43715","7089","0","0","6","117","0","38","262144","6593","2752","2581","320","235","21504","7936","12","1","0","41","38","1348","0","0",
"2022-07-19 15:47:32","61360776","10445416","29","758676","0","0","528","1171","1","0","0","1","99","0","0","","","15284200","659652","5542676","1384928","1354460","30468","0","0","1109405","6287","0","1","6","131","0","37","262144","7144","2816","2637","320","242","21504","7936","11","1","1","42","39","1394","46","0",
"2022-07-19 15:47:33","61360524","10445416","29","758676","0","0","528","1170","1","0","0","0","100","0","0","","","15284160","659616","5542676","1384928","1354460","30468","0","0","1109405","6287","0","0","6","117","0","37","262144","7144","2816","2637","320","242","21504","7936","11","1","0","42","39","1394","0","0",
"2022-07-19 15:47:34","61360524","10445416","29","758676","0","0","528","1170","1","0","0","0","100","0","0","","","15284232","659624","5542676","1384928","1354460","30468","0","0","1109405","6287","0","0","6","117","0","37","262144","7144","2816","2637","320","242","21504","7936","11","1","0","42","39","1394","0","0",
"2022-07-19 15:47:35","61356492","10451696","29","758676","0","0","528","1173","1","0","0","0","100","0","0","","","15286788","659724","5542676","1384928","1354460","30468","0","0","1108698","6994","0","0","6","117","0","37","262144","7144","2816","2637","320","242","21504","7936","11","1","0","42","39","1394","0","0",


